Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
SIGI,Selective Ins Group,66.85,0.13,0.19%,67.18,65.86,83500,12/24/20
SIX,Six Flags Entertainment Corp,33.65,-0.39,-1.15%,34.25,33.58,406700,12/24/20
SKX,Skechers U.S.A.,36.12,-0.52,-1.42%,36.59,36,210100,12/24/20
SLAB,Silicon Labs Inc,126.29,0.58,0.46%,126.43,125.4,41400,12/24/20
SLGN,Silgan Holdings,36.85,0.36,0.99%,36.96,36.55,111400,12/24/20
SLM,SLM Corp,12.27,0.02,0.16%,12.3,12.1,1009200,12/24/20
SMG,Scotts Miracle-Gro Company,199.5,-0.1,-0.05%,201.42,198.18,76700,12/24/20
SMTC,Semtech Corp,71.72,0.57,0.80%,71.82,70.87,112500,12/24/20
SNV,Synovus Financial Corp,32.28,-0.41,-1.25%,32.76,31.95,333900,12/24/20
SNX,Synnex Corp,82.69,0.65,0.79%,82.91,81.86,100300,12/24/20
SON,Sonoco Products Company,59.43,0.12,0.20%,59.59,58.83,146500,12/24/20
SR,Spire Inc,63.56,0.32,0.51%,63.67,62.6,89200,12/24/20
SRC,Spirit Realty Capital Inc,40.29,0.7,1.77%,40.34,39.43,205300,12/24/20
SRCL,Stericycle Inc,69.72,0.38,0.55%,69.78,68.76,89000,12/24/20
SSD,Simpson Manufacturing Company,92.89,0.33,0.36%,93.11,92.33,40400,12/24/20
STL,Sterling Bancorp,17.95,-0.27,-1.48%,18.39,17.69,1714200,12/24/20
STLD,Steel Dynamics Inc,36.38,0.01,0.03%,36.8,35.9,534400,12/24/20
STOR,Store Capital Corpstore Capital,33.06,0.13,0.39%,33.17,32.7,491600,12/24/20
STRA,Strayer Education,97.09,-0.92,-0.94%,99.14,95.6,63800,12/24/20
SVC,Service Properties Trust,11.46,0.09,0.79%,11.53,11.22,304300,12/24/20
SWX,Southwest Gas Corp,60.14,0.91,1.54%,60.28,58.87,217000,12/24/20
SXT,Sensient Technologies Corp,74.24,0.88,1.20%,74.35,73.14,54400,12/24/20
SYNA,Synaptics Inc,86.15,0.28,0.33%,87.11,84.5,163300,12/24/20
SYNH,Syneos Health Inc,68.02,-1.17,-1.69%,69.63,67.39,251200,12/24/20
TCBI,Texas Capital Bncsh,59,-0.24,-0.41%,60.36,57.54,231400,12/24/20
TCF,TCF Financial Corp,36.21,-0.34,-0.93%,36.75,35.62,584900,12/24/20
TCO,Taubman Centers,42.95,-0.01,-0.02%,42.98,42.94,771100,12/24/20
TDC,Teradata Corp,22.38,-0.11,-0.49%,22.68,22.18,1794500,12/24/20
TDS,Telephone and Data Systems,18.26,0.22,1.22%,18.26,17.8,502800,12/24/20
TECH,Bio-Techne Cp,321.62,1.56,0.49%,323.12,318.87,29800,12/24/20
TEX,Terex Corp,35.85,0.1,0.28%,36.13,35.38,201000,12/24/20
TGNA,Tegna Inc,13.35,-0.13,-0.96%,13.52,13.29,572100,12/24/20
THC,Tenet Healthcare Corp,40.11,-0.42,-1.04%,40.53,39.65,214100,12/24/20
THG,The Hanover Insurance Group,116.08,-0.11,-0.09%,116.36,114.94,40000,12/24/20
THO,Thor Industries,102.37,0.12,0.12%,103,100.83,413700,12/24/20
THS,Treehouse Foods,42.71,0.08,0.19%,42.8,42.01,214700,12/24/20
TKR,Timken Company,77.36,0.41,0.53%,77.39,76.41,131400,12/24/20
TMHC,Taylor Morrison Home Corp,27.25,0.65,2.44%,27.29,26.17,336700,12/24/20
TOL,Toll Brothers Inc,45.62,0.54,1.20%,45.78,44.66,637600,12/24/20
TPH,Tri Pointe Homes Inc,17.81,0.47,2.71%,17.85,17.14,608700,12/24/20
TPX,Tempur-Pedic International Inc,28.06,0.55,2.00%,28.12,27.23,1106200,12/24/20
TR,Tootsie Roll Industries,30.4,0.37,1.23%,30.5,29.85,77100,12/24/20
TREE,Lendingtree Inc,277.45,1.43,0.52%,279.84,275.99,95400,12/24/20
TREX,Trex Company,86.29,0.47,0.55%,86.71,85.61,292600,12/24/20
TRIP,Tripadvisor Inc,26,-0.12,-0.46%,26.39,25.73,901600,12/24/20
TRMB,Trimble Navigation,66.65,0.07,0.11%,66.88,66.12,148700,12/24/20
TRMK,Trustmark Corp,27.34,0.2,0.74%,27.38,26.85,128000,12/24/20
TRN,Trinity Industries,26.55,0.2,0.76%,26.75,26.02,379200,12/24/20
TTC,Toro Company,93.9,0.12,0.13%,94.28,93.29,116900,12/24/20
TTEK,Tetra Tech Inc,115.42,-0.02,-0.02%,115.89,114.38,80400,12/24/20
TXRH,Texas Roadhouse Inc,79.96,0.08,0.10%,80.61,79.54,171000,12/24/20
UBSI,United Bkshs Inc,31.88,0.12,0.38%,31.95,31.08,275500,12/24/20
UE,Urban Edge Properties,13.58,0.05,0.37%,13.63,13.3,241400,12/24/20
UFS,Domtar Corp,30.98,0.1,0.32%,31.04,30.33,180600,12/24/20
UGI,Ugi Corp,35.01,0.16,0.46%,35.05,34.4,175700,12/24/20
UMBF,Ump Financial Corp,69.15,-0.64,-0.92%,70,68.51,47200,12/24/20
UMPQ,Umpqua Holdings Corp,15.14,-0.05,-0.33%,15.3,14.83,525700,12/24/20
UNVR,Univar Inc,18.65,-0.05,-0.27%,18.73,18.47,273200,12/24/20
URBN,Urban Outfitters Inc,26.76,-0.18,-0.67%,27.05,26.54,484900,12/24/20
UTHR,United Therapeutic,149.83,0.47,0.31%,151.44,149.52,116900,12/24/20
VAC,Marriot Vacations Worldwide Cor,134.05,0.97,0.73%,134.97,131.51,55600,12/24/20
VC,Visteon Corp,125.89,-1.54,-1.21%,128.27,123.98,82100,12/24/20
VLY,Valley National Bancorp,9.71,-0.03,-0.31%,9.83,9.58,477200,12/24/20
VMI,Valmont Industries,172.06,0.15,0.09%,172.84,171.32,20600,12/24/20
VSAT,Viasat Inc,33.43,-0.03,-0.09%,33.56,32.12,491500,12/24/20
VSH,Vishay Intertechnology,20.47,0.07,0.34%,20.62,20.19,338100,12/24/20
VVV,Valvoline Inc,23.49,0.13,0.56%,23.58,23.19,556600,12/24/20
WAFD,Washington Federal,25.56,-0.14,-0.54%,25.9,25.22,104400,12/24/20
WBS,Webster Financial Corp,42.6,-0.25,-0.58%,43.18,41.99,209400,12/24/20
WEN,Wendys Company,22.45,0.22,0.99%,22.48,22.2,744200,12/24/20
WERN,Werner Enterprise,39.55,-0.11,-0.28%,39.79,39.33,177800,12/24/20
WEX,Wex Inc,203.51,0.4,0.20%,204,200.39,61100,12/24/20
WH,Wyndham Hotels & Resorts Inc,56.28,0.22,0.39%,56.52,55.3,118200,12/24/20
WING,Wingstop Inc,140.76,0.58,0.41%,142.45,139.47,162400,12/24/20
WOR,Worthington Industries,50.82,0.98,1.97%,51.11,49.65,177200,12/24/20
WPX,Wpx Energy Inc,7.91,-0.15,-1.86%,8.07,7.81,1723800,12/24/20
WRI,Weingarten Realty Investors,21.38,0.11,0.52%,21.52,20.98,239600,12/24/20
WSM,Williams-Sonoma,107.68,-0.12,-0.11%,108.56,107.04,242800,12/24/20
WSO,Watsco Inc,234.19,-0.84,-0.36%,236,232.27,35100,12/24/20
WTFC,Wintrust Finl Corp,61.92,-0.23,-0.37%,62.66,61.33,73800,12/24/20
WTRG,Essential Utilities Inc,45.47,0.06,0.13%,45.71,45.01,283800,12/24/20
WW,Weight Watchers International Inc,28.24,0.44,1.58%,28.41,27.06,476500,12/24/20
WWD,Woodward Inc,121,-0.48,-0.40%,122.38,118.14,73600,12/24/20
WWE,World Wrestling Entertainment,47.32,-0.44,-0.92%,47.88,47.02,194300,12/24/20
WYND,Wyndham Destinations Inc,43.01,0.16,0.37%,43.03,42.27,123900,12/24/20
X,United States Steel Corp,16.79,-0.08,-0.47%,17.12,16.67,4423400,12/24/20
XEC,Cimarex Energy Company,37.95,-0.3,-0.78%,38.3,37.25,386100,12/24/20
XPO,Xpo Logistics Inc,119.14,0.84,0.71%,119.78,117.66,181100,12/24/20
Y,Alleghany Corp,598.15,0.81,0.14%,599.12,591.49,32900,12/24/20
YELP,Yelp Inc,28.01,0.02,0.07%,28.3,27.58,377700,12/24/20
